instance_idx,plan_idx,latency_ms,is_default,error,param0,param1,plan_id
5,8289,70.453,0,,monero,malleability,8289
5,4346,13243.69,0,,monero,malleability,4346
5,2171,8672.283,0,,monero,malleability,2171
5,5719,655.983,0,,monero,malleability,5719
5,1128,91.26,0,,monero,malleability,1128
5,4003,177.723,0,,monero,malleability,4003
5,6055,5557.005,0,,monero,malleability,6055
5,4670,1824.567,0,,monero,malleability,4670
5,2585,9542.083,0,,monero,malleability,2585
5,7180,7566.213,0,,monero,malleability,7180
5,8901,8440.197,0,,monero,malleability,8901
5,11527,25987.803,0,,monero,malleability,11527
5,4957,125.172,0,,monero,malleability,4957
5,10022,13102.982,0,,monero,malleability,10022
5,10715,249.003,0,,monero,malleability,10715
6,0,43.223,1,,stackoverflow,nested-table,0
6,8667,1102.858,0,,stackoverflow,nested-table,8667
6,9087,28.359,0,,stackoverflow,nested-table,9087
6,4906,1969.952,0,,stackoverflow,nested-table,4906
6,1698,12632.979,0,,stackoverflow,nested-table,1698
6,2201,26744.543,0,,stackoverflow,nested-table,2201
6,1754,28627.059,0,,stackoverflow,nested-table,1754
6,9065,41217.242,0,,stackoverflow,nested-table,9065
6,2547,36898.665,0,,stackoverflow,nested-table,2547
6,4463,3079.261,0,,stackoverflow,nested-table,4463
6,4617,23285.553,0,,stackoverflow,nested-table,4617
6,3451,21046.914,0,,stackoverflow,nested-table,3451
6,5618,7975.902,0,,stackoverflow,nested-table,5618
6,3336,12543.489,0,,stackoverflow,nested-table,3336
6,11264,15775.662,0,,stackoverflow,nested-table,11264
6,4326,8419.178,0,,stackoverflow,nested-table,4326
6,8281,26240.805,0,,stackoverflow,nested-table,8281
6,8005,16446.739,0,,stackoverflow,nested-table,8005
6,833,63.112,0,,stackoverflow,nested-table,833
6,1513,14143.641,0,,stackoverflow,nested-table,1513
6,10393,10334.131,0,,stackoverflow,nested-table,10393
6,4534,35393.793,0,,stackoverflow,nested-table,4534
6,59,8624.512,0,,stackoverflow,nested-table,59
6,5465,82.037,0,,stackoverflow,nested-table,5465
6,10439,41120.486,0,,stackoverflow,nested-table,10439
6,4292,19390.7,0,,stackoverflow,nested-table,4292
6,2648,14008.137,0,,stackoverflow,nested-table,2648
6,12145,33332.279,0,,stackoverflow,nested-table,12145
6,7240,28049.294,0,,stackoverflow,nested-table,7240
6,9039,15445.238,0,,stackoverflow,nested-table,9039
6,11562,18527.74,0,,stackoverflow,nested-table,11562
6,7008,40122.78,0,,stackoverflow,nested-table,7008
6,9190,1985.547,0,,stackoverflow,nested-table,9190
6,159,36305.016,0,,stackoverflow,nested-table,159
6,1833,21951.93,0,,stackoverflow,nested-table,1833
6,1233,32341.498,0,,stackoverflow,nested-table,1233
6,11322,13136.239,0,,stackoverflow,nested-table,11322
6,6050,25556.069,0,,stackoverflow,nested-table,6050
6,9544,29816.793,0,,stackoverflow,nested-table,9544
6,9053,5353.092,0,,stackoverflow,nested-table,9053
6,2089,10098.394,0,,stackoverflow,nested-table,2089
6,5975,1219.853,0,,stackoverflow,nested-table,5975
6,654,32540.126,0,,stackoverflow,nested-table,654
6,3442,12286.224,0,,stackoverflow,nested-table,3442
6,11175,11343.692,0,,stackoverflow,nested-table,11175
6,4089,9001.716,0,,stackoverflow,nested-table,4089
6,10928,9.144,0,,stackoverflow,nested-table,10928
6,1685,12925.113,0,,stackoverflow,nested-table,1685
6,5795,49.742,0,,stackoverflow,nested-table,5795
7,0,4.344,1,,math,several-complex-variables,0
7,9174,3918.036,0,,math,several-complex-variables,9174
7,6659,12001.73,0,,math,several-complex-variables,6659
7,10169,21243.944,0,,math,several-complex-variables,10169
7,12280,15254.127,0,,math,several-complex-variables,12280
7,2533,2622.284,0,,math,several-complex-variables,2533
7,3879,82.755,0,,math,several-complex-variables,3879
7,2663,4661.916,0,,math,several-complex-variables,2663
7,6756,9441.38,0,,math,several-complex-variables,6756
7,2939,10031.254,0,,math,several-complex-variables,2939
7,5443,335.829,0,,math,several-complex-variables,5443
7,10976,1086.659,0,,math,several-complex-variables,10976
7,12044,7046.571,0,,math,several-complex-variables,12044
7,4066,7986.847,0,,math,several-complex-variables,4066
7,4372,4385.893,0,,math,several-complex-variables,4372
7,2609,10076.132,0,,math,several-complex-variables,2609
7,11490,39204.008,0,,math,several-complex-variables,11490
7,1772,809.626,0,,math,several-complex-variables,1772
7,635,17.948,0,,math,several-complex-variables,635
7,7712,2263.596,0,,math,several-complex-variables,7712
7,3645,4984.686,0,,math,several-complex-variables,3645
7,3270,2331.773,0,,math,several-complex-variables,3270
7,7542,6649.875,0,,math,several-complex-variables,7542
7,5729,6693.758,0,,math,several-complex-variables,5729
7,5001,7885.371,0,,math,several-complex-variables,5001
7,3729,5089.365,0,,math,several-complex-variables,3729
7,3653,36718.459,0,,math,several-complex-variables,3653
7,388,2997.715,0,,math,several-complex-variables,388
7,10814,7054.298,0,,math,several-complex-variables,10814
7,3165,2119.017,0,,math,several-complex-variables,3165
7,6529,7674.037,0,,math,several-complex-variables,6529
7,5379,1845.058,0,,math,several-complex-variables,5379
7,4565,2852.544,0,,math,several-complex-variables,4565
7,1138,14161.966,0,,math,several-complex-variables,1138
7,4574,5280.202,0,,math,several-complex-variables,4574
7,5754,476.734,0,,math,several-complex-variables,5754
7,10511,11914.667,0,,math,several-complex-variables,10511
7,8347,15573.104,0,,math,several-complex-variables,8347
7,6549,1301.596,0,,math,several-complex-variables,6549
7,11134,7466.694,0,,math,several-complex-variables,11134
7,8786,15520.215,0,,math,several-complex-variables,8786
7,5426,602.582,0,,math,several-complex-variables,5426
7,453,35505.547,0,,math,several-complex-variables,453
7,1890,6131.139,0,,math,several-complex-variables,1890
7,4280,3080.744,0,,math,several-complex-variables,4280
7,2926,44.409,0,,math,several-complex-variables,2926
7,9513,15621.71,0,,math,several-complex-variables,9513
7,627,9.566,0,,math,several-complex-variables,627
7,1777,1935.97,0,,math,several-complex-variables,1777
7,9775,5214.605,0,,math,several-complex-variables,9775
7,7120,25469.559,0,,math,several-complex-variables,7120
7,5664,1871.865,0,,math,several-complex-variables,5664
7,11937,1007.118,0,,math,several-complex-variables,11937
7,7150,39.265,0,,math,several-complex-variables,7150
7,9933,2018.83,0,,math,several-complex-variables,9933
7,8380,4402.302,0,,math,several-complex-variables,8380
7,1895,7650.889,0,,math,several-complex-variables,1895
7,6312,29268.246,0,,math,several-complex-variables,6312
7,9447,4497.26,0,,math,several-complex-variables,9447
7,3115,18364.394,0,,math,several-complex-variables,3115
7,4174,20717.014,0,,math,several-complex-variables,4174
7,728,5335.931,0,,math,several-complex-variables,728
7,11613,13923.674,0,,math,several-complex-variables,11613
8,0,10.575,1,,stackoverflow,cflogin,0
8,28,21138.817,0,,stackoverflow,cflogin,28
8,8519,17927.046,0,,stackoverflow,cflogin,8519
8,8822,1484.062,0,,stackoverflow,cflogin,8822
8,11788,42400.894,0,,stackoverflow,cflogin,11788
8,12076,33853.54,0,,stackoverflow,cflogin,12076
8,10988,5299.976,0,,stackoverflow,cflogin,10988
8,5968,44117.793,0,,stackoverflow,cflogin,5968
8,7067,33476.974,0,,stackoverflow,cflogin,7067
8,1147,28938.569,0,,stackoverflow,cflogin,1147
8,10883,1217.311,0,,stackoverflow,cflogin,10883
8,10210,4533.272,0,,stackoverflow,cflogin,10210
8,5144,5719.318,0,,stackoverflow,cflogin,5144
8,2042,11445.382,0,,stackoverflow,cflogin,2042
8,11793,38364.282,0,,stackoverflow,cflogin,11793
8,4921,7529.285,0,,stackoverflow,cflogin,4921
8,5068,7439.307,0,,stackoverflow,cflogin,5068
8,6692,924.611,0,,stackoverflow,cflogin,6692
8,5345,13194.459,0,,stackoverflow,cflogin,5345
8,6593,24382.391,0,,stackoverflow,cflogin,6593
8,4845,25913.083,0,,stackoverflow,cflogin,4845
8,9084,15802.231,0,,stackoverflow,cflogin,9084
8,6889,23089.26,0,,stackoverflow,cflogin,6889
8,10895,1629.523,0,,stackoverflow,cflogin,10895
8,6212,55.72,0,,stackoverflow,cflogin,6212
8,11098,19112.543,0,,stackoverflow,cflogin,11098
8,12258,19836.952,0,,stackoverflow,cflogin,12258
8,2852,35265.596,0,,stackoverflow,cflogin,2852
8,4931,19539.676,0,,stackoverflow,cflogin,4931
8,7,12887.583,0,,stackoverflow,cflogin,7
8,4701,18596.911,0,,stackoverflow,cflogin,4701
8,7044,38329.469,0,,stackoverflow,cflogin,7044
8,9503,29551.872,0,,stackoverflow,cflogin,9503
8,9940,18.161,0,,stackoverflow,cflogin,9940
8,10727,13184.012,0,,stackoverflow,cflogin,10727
8,7239,26.127,0,,stackoverflow,cflogin,7239
8,7245,35467.827,0,,stackoverflow,cflogin,7245
8,11070,30082.609,0,,stackoverflow,cflogin,11070
8,3502,19529.757,0,,stackoverflow,cflogin,3502
8,7753,1927.571,0,,stackoverflow,cflogin,7753
8,12058,29056.343,0,,stackoverflow,cflogin,12058
8,10795,7127.937,0,,stackoverflow,cflogin,10795
